imDbId,title,fullTitle,type,year,imDb,metacritic,theMovieDb,rottenTomatoes,tV_com,filmAffinity,errorMessage
tt11240506,Nobody Sleeps in the Woods Tonight,Nobody Sleeps in the Woods Tonight (2020),Movie,2020,4.8,,5,67,,4.2,
tt0479647,Bon Cop Bad Cop,Bon Cop Bad Cop (2006),Movie,2006,6.8,,6.4,80,,5.6,
tt3256226,IO,IO (2019),Movie,2019,4.7,40,4.8,31,,4.2,
tt8734822,My Little Pony: Best Gift Ever,My Little Pony: Best Gift Ever (2018),Movie,2018,8.1,,7.6,100,,,
tt6333052,Casting JonBenet,Casting JonBenet (2017),Movie,2017,6.1,74,5.8,,,5.9,
tt2978102,Term Life,Term Life (2016),Movie,2016,5.6,23,5.9,0,,4.6,
tt7794052,Merku Thodarchi Malai,Merku Thodarchi Malai (2018),Movie,2018,8.6,,7.4,,,,
tt7260048,Outside In,Outside In (2017),Movie,2017,6.7,76,6.3,,,6.2,
tt3255590,El Camino Christmas,El Camino Christmas (2017),Movie,2017,5.7,,5.6,,,4.9,
tt6186696,The Most Assassinated Woman in the World,The Most Assassinated Woman in the World (2018),Movie,2018,5.3,,5.1,86,,4.4,
tt1805263,I Am Kalam,I Am Kalam (2010),Movie,2010,8,,7.3,,,,
tt6774588,Curtiz,Curtiz (2018),Movie,2018,6,,6.3,,,5.7,
tt5884234,First Kill,First Kill (2017),Movie,2017,5,39,5.4,,,4.2,
tt6892462,The World Is Yours,The World Is Yours (2018),Movie,2018,6.4,73,6.9,,,5.5,
tt0436724,Rize,Rize (2005),Movie,2005,7.1,74,6.7,,,6.6,
tt0082405,The Four Seasons,The Four Seasons (1981),Movie,1981,6.9,55,6.5,,,6.5,
tt3554418,Khoobsurat,Khoobsurat (2014),Movie,2014,6.4,,6.8,,,,
tt4936176,Mascots,Mascots (2016),Movie,2016,5.8,57,5.4,,,4.7,
tt9711282,Canvas,Canvas (2020),Movie,2020,6.5,,6.5,,,5.5,
tt7321274,Kingdom of Us,Kingdom of Us (2017),Movie,2017,7,,7.1,,,6.3,
tt2724532,Gridlocked,Gridlocked (2015),Movie,2015,5.8,,5.7,42,,4.7,
tt8055888,Mard Ko Dard Nahin Hota,Mard Ko Dard Nahin Hota (2018),Movie,2018,7.4,,7,,,6.2,
tt7193448,Craig Ferguson: Tickle Fight,Craig Ferguson: Tickle Fight (2017),Movie,2017,6.6,,6.1,,,6.1,
tt1295909,Jeff Dunham's Very Special Christmas Special,Jeff Dunham's Very Special Christmas Special (2008),Movie,2008,7.5,,6.8,,9,6.3,
tt4181052,Special Correspondents,Special Correspondents (2016),Movie,2016,5.8,36,5.7,,,4.7,
tt4086018,Charming,Charming (2018),Movie,2018,5.6,,6.4,,,4.4,
tt8286926,Njan Prakashan,Njan Prakashan (2018),Movie,2018,7.6,,6.8,,,,
tt0099429,Dil,Dil (1990),Movie,1990,6.7,,6.6,,,,
tt5687236,Blood Will Tell,Blood Will Tell (2019),Movie,2019,6.1,,6.2,100,,5.7,
tt6851966,Nigerian Prince,Nigerian Prince (2018),Movie,2018,5.8,61,5.3,100,,6.2,
tt6081882,Iliza Shlesinger: Confirmed Kills,Iliza Shlesinger: Confirmed Kills (2016),Movie,2016,6.6,,6.3,,,,
tt1785288,An Ordinary Man,An Ordinary Man (2017),Movie,2017,5.6,52,6.3,41,,5.3,
tt8743032,The Silence of the Marsh,The Silence of the Marsh (2019),Movie,2019,4.9,,5.3,,,5,
tt4717402,MFKZ,MFKZ (2017),Movie,2017,6.7,48,7.1,,,6.5,
tt4842646,The Most Hated Woman in America,The Most Hated Woman in America (2017),Movie,2017,6.1,41,6.1,,,5.4,
tt0119250,Fireworks,Fireworks (1997),Movie,1997,7.8,,7.7,96,,7.3,
tt3692768,"The Other One: The Long, Strange Trip of Bob Weir","The Other One: The Long, Strange Trip of Bob Weir (2014)",Movie,2014,7.3,,7.2,,,6.5,
tt3175888,Dukhtar,Dukhtar (2014),Movie,2014,7,73,6.8,,,6.4,
tt4170436,That Thing Called Tadhana,That Thing Called Tadhana (2014),Movie,2014,7.5,,6.1,,,,
tt2769454,Must Be... Love,Must Be... Love (2013),Movie,2013,6.8,,5.9,,,,
tt6988208,House of the Witch,House of the Witch (2017),Movie,2017,4.3,,4.6,,,3.2,
tt6514196,Baazaar,Baazaar (2018),Movie,2018,6.6,,6.4,30,,,
tt5896962,Line Walker,Line Walker (2016),Movie,2016,6.1,,6,,,5.7,
tt5286440,Tim Minchin So F**king Rock,Tim Minchin So F**king Rock (2008),Movie,2008,8.1,,7.4,,,,
tt8393332,Twin Murders: The Silence of the White City,Twin Murders: The Silence of the White City (2019),Movie,2019,5.2,,5.6,,,4.5,
tt2934844,Jinxed,Jinxed (2013),Movie,2013,6.5,,6.6,,,,
tt2163203,Big Time Movie,Big Time Movie (2012),Movie,2012,6.4,,7.6,,,2.8,
tt4209802,Jeff Dunham: All Over the Map,Jeff Dunham: All Over the Map (2014),Movie,2014,7.1,,5.4,,,,
tt2616880,The Blue Umbrella,The Blue Umbrella (2013),Movie,2013,7.6,,7.6,,,6.6,
tt7968976,Weed the People,Weed the People (2018),Movie,2018,7.2,,8,,,,
tt6119504,#Realityhigh,#Realityhigh (2017),Movie,2017,5.2,,6.4,40,,3.9,
tt5038776,Jeff Dunham: Unhinged in Hollywood,Jeff Dunham: Unhinged in Hollywood (2015),Movie,2015,6.7,,5.9,,,,
tt1507002,Bottom of the 9th,Bottom of the 9th (2019),Movie,2019,5.6,58,5.7,69,,5,
tt1715873,10 Years,10 Years (2011),Movie,2011,6.1,61,5.9,,,5.5,
tt8172466,Backdraft 2,Backdraft 2 (2019),Movie,2019,4.9,,6.6,,,3.9,
tt0318649,Sahara,Sahara (2005),Movie,2005,6,41,5.8,,8,4.3,
tt4328934,Taramani,Taramani (2017),Movie,2017,7.5,,6.6,,,,
tt4957236,Cosmos Laundromat,Cosmos Laundromat (2015),Movie,2015,7.1,,6.5,,,6.1,
tt11540012,The Witness Who Didn't See Anything,The Witness Who Didn't See Anything (1976),Movie,1976,8.4,,7.7,,,,
tt7155460,Muramba,Muramba (2017),Movie,2017,8,,7.9,,,,
tt0216817,Hum Saath-Saath Hain: We Stand United,Hum Saath-Saath Hain: We Stand United (1999),Movie,1999,6.2,,6,,,,
tt0494290,Vivah,Vivah (2006),Movie,2006,6.6,,6.4,,,,
tt10230436,Yeh Ballet,Yeh Ballet (2020),Movie,2020,7.6,,7.5,100,,6.4,
tt5096470,Love Wedding Repeat,Love Wedding Repeat (2020),Movie,2020,5.5,41,5.7,35,,4.2,
tt1910649,Tom Papa: Live in New York City,Tom Papa: Live in New York City (2011),Movie,2011,7.2,,6.1,,,,
tt11818430,The Drowning,The Drowning (2021),TVSeries,2021,5.5,,5.3,,,5.4,
tt10682000,Sound & Fury,Sound & Fury (2019),Movie,2019,6.4,,6.5,,,5.7,
tt0083365,Zoot Suit,Zoot Suit (1981),Movie,1981,6.8,,6.5,60,,6.7,
tt2247696,Out of the Clear Blue Sky,Out of the Clear Blue Sky (2012),Movie,2012,6.7,92,6.9,,,,
tt10768194,A New York Christmas Wedding,A New York Christmas Wedding (2020),Movie,2020,5.4,,6.3,,,,
tt1978480,Mosquita y Mari,Mosquita y Mari (2012),Movie,2012,6.3,66,6.5,,,6,
tt5140248,The Beginning of Life,The Beginning of Life (2016),Movie,2016,7.6,,7.7,,,6.8,
tt2585562,Pizza,Pizza (2012),Movie,2012,8,,6.7,,,,
tt0405325,Sky High,Sky High (2005),Movie,2005,6.2,62,6.2,73,,4.8,
tt4686108,Love Beats Rhymes,Love Beats Rhymes (2017),Movie,2017,5.5,54,5.8,,,4.6,
tt0114231,Ram Jaane: God Knows,Ram Jaane: God Knows (1995),Movie,1995,5.4,,5.1,,,,
tt13866142,Wish You,Wish You (2021),Movie,2021,6.5,,8.6,,,5.2,
tt4796634,Selfie 69,Selfie 69 (2016),Movie,2016,6.2,,6.8,,,,
tt13926994,Brian Regan: On the Rocks,Brian Regan: On the Rocks (2021),Movie,2021,6.9,,7.1,,,,
tt3149536,A Fairly Odd Summer,A Fairly Odd Summer (2014),Movie,2014,3.8,,5.8,,,,
tt9735976,Wheels of Fortune,Wheels of Fortune (2020),Movie,2020,5.4,,5.3,,,,
tt9010900,Boi,Boi (2019),Movie,2019,5,,5,,,5.2,
tt11156674,Babae at baril,Babae at baril (2019),Movie,2019,5.8,,6.1,,,,
tt0104145,Casino Tycoon,Casino Tycoon (1992),Movie,1992,6,,6,,,,
tt6936350,Born Racer,Born Racer (2018),Movie,2018,6,,7.7,,,,
tt0102058,Hors la vie,Hors la vie (1991),Movie,1991,6.8,,5.9,,,,
tt7151438,Finally Found Someone,Finally Found Someone (2017),Movie,2017,5.8,,6.2,60,,,
tt8791912,Amrapali,Amrapali (2002–2003),TVSeries,2002,,,,,,,
tt4678200,Judge Singh LLB,Judge Singh LLB (2015),Movie,2015,7.3,,8,,,,
tt10549360,BlackRose,BlackRose (2018),Movie,2018,8,,,,,,
tt4131240,West Coast,West Coast (2016),Movie,2016,5.8,,5.6,,,4.6,
tt0416857,The Insomniac,The Insomniac (1971),Movie,1971,6.2,,8,,,,
tt10228168,First Love,First Love (2019),Movie,2019,6.8,77,6.8,97,,6.1,
tt9094112,Willy and the Guardians of the Lake,Willy and the Guardians of the Lake (2018),Movie,2018,6.5,,6.2,,,5.7,
tt1105747,Yuvvraaj,Yuvvraaj (2008),Movie,2008,4.1,,5,,,,
tt4607228,Le secret des banquises,Le secret des banquises (2016),Movie,2016,5.2,,4.9,,,3.7,
tt11194492,Wira,Wira (2019),Movie,2019,6.3,,5.4,,,,
tt7262990,Deadcon,Deadcon (2019),Movie,2019,2.8,,3.7,50,,,
tt0092005,Stand by Me,Stand by Me (1986),Movie,1986,8.1,75,7.9,,,7.3,
tt3257794,Music Teacher,Music Teacher (2019),Movie,2019,6.3,,6,67,,,
tt1726871,Stray Bullet,Stray Bullet (2010),Movie,2010,6.2,,6,,,,
tt0174336,Whipped,Whipped (2000),Movie,2000,4.5,10,3.8,13,,4.1,
tt10066526,Mantan Manten,Mantan Manten (2019),Movie,2019,7.1,,6.5,,,,
tt2343157,Vanderpump Rules,Vanderpump Rules (2013– ),TVSeries,2013,5.4,,7,,,,
tt0075314,Taxi Driver,Taxi Driver (1976),Movie,1976,8.2,94,8.2,,9.3,8.1,
tt6034164,Arrest Letter,Arrest Letter (2017),Movie,2017,4.5,,5.3,,,,
tt7177642,Khido Khundi,Khido Khundi (2018),Movie,2018,6.5,,7,,,,
tt11916314,Dark City Beneath the Beat,Dark City Beneath the Beat (2020),Movie,2020,6.6,,7,,,,
tt0169599,Beyrouth ya Beyrouth,Beyrouth ya Beyrouth (1975),Movie,1975,6.7,,7.3,,,,
tt7895904,Family Blood,Family Blood (2018),Movie,2018,4.2,,4.7,,,3.5,
tt7286456,Joker,Joker (2019),Movie,2019,8.4,59,8.2,,,8,
tt12282600,This Lady Called Life,This Lady Called Life (2020),Movie,2020,6.3,,,,,,
tt6043142,Skin,Skin (2018),Movie,2018,6.9,58,6.9,,,6,
tt0309276,The American Game,The American Game (1979),Movie,1979,8.3,,,,,,
tt10038660,"Our Lady of San Juan, Four Centuries of Miracles","Our Lady of San Juan, Four Centuries of Miracles (2021)",Movie,2021,5.9,,7.8,,,,
tt5069058,Candyflip,Candyflip (2017),Movie,2017,6,,4,,,,
tt8251336,Nadie sabrá nunca,Nadie sabrá nunca (2018),Movie,2018,6.1,,5.6,,,5.8,
tt4778424,The Blind Christ,The Blind Christ (2016),Movie,2016,5.8,,5,,,5.6,
tt0317355,Dhoondte Reh Jaaoge!,Dhoondte Reh Jaaoge! (1998),Movie,1998,4.9,,,,,,
tt10087988,Super Monsters Furever Friends,Super Monsters Furever Friends (2019),Movie,2019,5.5,,6.2,,,,
tt1730705,The Mirror Boy,The Mirror Boy (2011),Movie,2011,4.9,,,,,,
tt8731842,Odu Raja Odu,Odu Raja Odu (2018),Movie,2018,7,,6.5,,,,
tt6877886,Mexicanos de Bronce,Mexicanos de Bronce (2016),Movie,2016,6.6,,5.8,,,,
tt1372266,Kisaan,Kisaan (2009),Movie,2009,5.4,,6.5,,,,
tt11005162,Elevator Baby,Elevator Baby (2019),Movie,2019,7,,,,,,
tt3396114,The Christmas Trap,The Christmas Trap (2018),Movie,2018,5.8,,6.3,,,4.1,
tt5244812,Riding Faith,Riding Faith (2020),Movie,2020,4.4,,6.7,,,,
tt11829884,Fate of Alakada,Fate of Alakada (2020),Movie,2020,7,,10,,,,
tt0111549,Uncovered,Uncovered (1994),Movie,1994,5.7,,5.4,,,4.5,
tt9627240,Imago,Imago (2018),Movie,2018,7,,6,,,,
tt6974886,Hakkunde,Hakkunde (2017),Movie,2017,6.6,,,,,,
tt4628812,The Breakup Playlist,The Breakup Playlist (2015),Movie,2015,6.4,,6.8,,,,
tt6090044,Romina,Romina (2018),Movie,2018,2.2,,2.7,,,2,
tt3422462,Bangistan,Bangistan (2015),Movie,2015,4.5,,6.1,,,,
tt0461209,Ek Khiladi Ek Haseena,Ek Khiladi Ek Haseena (2005),Movie,2005,5.7,,5.3,,,,
tt7243756,Project Papa,Project Papa (2018),Movie,2018,6.6,,,,,,
tt4564818,Weapon of Choice,Weapon of Choice (2008),Movie,2008,,,,,,,
tt4810104,Pekak,Pekak (2015),Movie,2015,6.3,,6,,,,
tt1686795,Tango with Me,Tango with Me (2010),Movie,2010,6.3,,,,,,
tt2091312,Here Comes the Rain,Here Comes the Rain (2010),Movie,2010,6.2,,,,,,
tt5870646,Karkar,Karkar (2007),Movie,2007,3.3,,7,,,,
tt10887282,Kasanova,Kasanova (2019),Movie,2019,6.5,,9.5,,,,
tt9652322,Chief Daddy,Chief Daddy (2018),Movie,2018,5.1,,5.9,,,,
tt0382188,Mumbai Matinee,Mumbai Matinee (2003),Movie,2003,5.2,,5,,,,
tt7464158,Photocopy,Photocopy (2017),Movie,2017,7.5,,7.2,,,,
tt4312396,Silencer: Welcome Charlie,Silencer: Welcome Charlie (2014),Movie,2014,,,,,,,
tt0170799,We Are All for the Fatherland,We Are All for the Fatherland (1979),Movie,1979,5.6,,5.3,,,,
tt11058176,90 ML,90 ML (2019),Movie,2019,5.4,,,,,,
tt10081210,Aaviri,Aaviri (2019),Movie,2019,4.4,,4,,,,
tt0098439,Tango & Cash,Tango & Cash (1989),Movie,1989,6.4,41,6.4,,9.3,5.3,
tt0120157,Soldier,Soldier (1998),Movie,1998,6.1,,6.3,,6.3,4.8,
tt0080842,Harlequin,Harlequin (1980),Movie,1980,6.2,,7.1,40,,5.2,
tt5978724,My Days of Mercy,My Days of Mercy (2017),Movie,2017,6.5,,7.4,,,6.4,
tt3012648,Confusion Na Wa,Confusion Na Wa (2013),Movie,2013,7.2,,7,,,,
tt2631210,Pretville,Pretville (2012),Movie,2012,4.6,,6,,,,
tt0889225,To and from New York,To and from New York (2006),Movie,2006,5.6,,5.8,,,,
tt0493829,Osuofia in London 2,Osuofia in London 2 (2004),Movie,2004,7.1,,,,,,
tt4512896,Iyore,Iyore (2015),Movie,2015,7.2,,,,,,
tt8007436,"Tuya, mía... te la apuesto","Tuya, mía... te la apuesto (2018)",Movie,2018,3.5,,5.4,,,3.6,
tt2427150,We Are One,We Are One (2017),Movie,2017,8.5,,3.5,,,,
tt4452274,Oloibiri,Oloibiri (2015),Movie,2015,5.7,,,,,,
tt9619402,Loving Is Losing,Loving Is Losing (2019),Movie,2019,5.1,,6,,,3.8,
tt9859758,Ali & Alia,Ali & Alia (2019),Movie,2019,5.2,,,,,,
tt10589924,Bridezilla,Bridezilla (2019),Movie,2019,6,,5.8,,,,
tt0107165,Golden Balls,Golden Balls (1993),Movie,1993,6.1,,5.7,,,4.7,
tt6911110,Slow Country,Slow Country (2017),Movie,2017,4.7,,,,,,
tt7819668,Lara and the Beat,Lara and the Beat (2018),Movie,2018,6.2,,,,,,
tt0374065,Mujrim,Mujrim (1958),Movie,1958,6.6,,,,,,
tt6115284,Lakeeran,Lakeeran (2016),Movie,2016,5.9,,,,,,
tt4527090,Gbomo Gbomo Express,Gbomo Gbomo Express (2015),Movie,2015,5.1,,5,,,,
tt5910902,Mahi NRI,Mahi NRI (2017),Movie,2017,5.9,,2,,,,
tt9055250,The End,The End (2020– ),TVSeries,2020,7.4,,5.8,,,,
tt4661188,Besieged Bread,Besieged Bread (2016),Movie,2016,6.4,,6,,,,
tt4330370,Ms J Contemplates Her Choice,Ms J Contemplates Her Choice (2014),Movie,2014,4.9,,5,,,,
tt6194540,The Price of Success,The Price of Success (2017),Movie,2017,5.7,,6.2,14,,5,
tt6885956,Bathinda Express,Bathinda Express (2016),Movie,2016,5.7,,5.5,,,,
tt2041354,Geezas,Geezas (2011),Movie,2011,5,,7,,,,
tt8149090,Banana Island Ghost,Banana Island Ghost (2017),Movie,2017,6.3,,5.5,,,,
tt8844480,Moms at War,Moms at War (2018),Movie,2018,6.1,,5,,,,
tt6522846,Grillo vs Grillo,Grillo vs Grillo (2017),Movie,2017,4.4,,6,,,,
tt0445305,Mahjong Heroes,Mahjong Heroes (1981),Movie,1981,5.4,,5.4,,,,
tt2261700,Land of Cards,Land of Cards (2012),Movie,2012,5.8,,5.4,,,,
tt6899800,Drink Drank Drunk,Drink Drank Drunk (2016),Movie,2016,4.3,,2,,,,
tt2396369,Cold Harbour,Cold Harbour (2013),Movie,2013,5.3,,4.6,,,4.8,
tt11875458,True: Wuzzle Wegg Day,True: Wuzzle Wegg Day (2020),Movie,2020,7.1,,,,,,
tt3290368,Chadi Jawani Budhe Nu,Chadi Jawani Budhe Nu (1976),Movie,1976,4.3,,6,,,,
tt13865926,About a Girl,About a Girl (2020),Movie,2020,6,,6,,,,
tt2361022,Deewana Main Deewana,Deewana Main Deewana (2013),Movie,2013,2.4,,3.7,,,,
tt5820544,Sei,Sei (2018),Movie,2018,4.1,,4.3,,,,
tt11802938,The Ghost and the Tout,The Ghost and the Tout (2018),Movie,2018,4.3,,,,,,
tt2316411,Enemy,Enemy (2013),Movie,2013,6.9,61,6.9,,9,6.4,
tt3723864,Dil Vil Pyaar Vyaar,Dil Vil Pyaar Vyaar (2014),Movie,2014,6.5,,7,,,,
tt11822492,Small Chops,Small Chops (2020),Movie,2020,,,,,,,
tt10136680,After Maria,After Maria (2019),Movie,2019,4.6,,5.8,,,5.6,
tt8948740,Yoo Byungjae: Discomfort Zone,Yoo Byungjae: Discomfort Zone (2018),Movie,2018,5.1,,6.4,,,,
tt3542028,Chal Bhaag,Chal Bhaag (2014),Movie,2014,4.2,,4,,,,
tt0099316,Crazy People,Crazy People (1990),Movie,1990,6,42,5.7,37,,4.9,
tt10945950,Holy Expectations,Holy Expectations (2019),Movie,2019,4.6,,6.5,,,,
tt9234638,"Edmilson Filho: Notas, uma Comédia de Relacionamentos","Edmilson Filho: Notas, uma Comédia de Relacionamentos (2018)",Movie,2018,5.7,,4.8,,,,
tt11066396,Grego Rossello: Disculpe Las Molestias,Grego Rossello: Disculpe Las Molestias (2019),Movie,2019,4.4,,,,,,
tt2287851,Last Flight to Abuja,Last Flight to Abuja (2012),Movie,2012,4.6,,3.5,,,3.6,
tt14859638,Trese After Dark,Trese After Dark (2021),Movie,2021,6.1,,,,,,
tt12808182,The Last Mercenary,The Last Mercenary (2021),Movie,2021,,48,6.8,59,,4.4,
tt0468569,The Dark Knight,The Dark Knight (2008),Movie,2008,9,84,8.5,,8.7,8.1,
tt7476236,Minding the Gap,Minding the Gap (2018),Movie,2018,8.1,90,7.8,,,7.1,
tt6751668,Parasite,Parasite (2019),Movie,2019,8.6,96,8.5,98,,8,
tt0372784,Batman Begins,Batman Begins (2005),Movie,2005,8.2,70,7.7,,,7.4,
tt2267998,Gone Girl,Gone Girl (2014),Movie,2014,8.1,79,7.9,,8.7,7.3,
tt0264464,Catch Me If You Can,Catch Me If You Can (2002),Movie,2002,8.1,75,7.9,,,7.3,
tt0088247,The Terminator,The Terminator (1984),Movie,1984,8,84,7.6,100,,7.1,
tt2543164,Arrival,Arrival (2016),Movie,2016,7.9,81,7.6,,,7.3,
tt1392214,Prisoners,Prisoners (2013),Movie,2013,8.1,70,8,,,7.6,
tt1727824,Bohemian Rhapsody,Bohemian Rhapsody (2018),Movie,2018,8,49,8,,8.8,7.3,
tt0126029,Shrek,Shrek (2001),Movie,2001,7.9,84,7.7,88,,7.7,
tt2024544,12 Years a Slave,12 Years a Slave (2013),Movie,2013,8.1,96,7.9,95,,7.3,
tt1010048,Slumdog Millionaire,Slumdog Millionaire (2008),Movie,2008,8,84,7.7,,8.6,7.7,
tt1074638,Skyfall,Skyfall (2012),Movie,2012,7.8,81,7.2,,9.4,6.6,
tt0092005,Stand by Me,Stand by Me (1986),Movie,1986,8.1,75,7.9,,,7.3,
tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo (2011),Movie,2011,7.8,71,7.3,87,9,7,
tt0319061,Big Fish,Big Fish (2003),Movie,2003,8,58,7.8,,,7.9,
tt8522006,Happiest Season,Happiest Season (2020),Movie,2020,6.6,69,7.5,82,,5.7,
tt0289043,28 Days Later...,28 Days Later... (2002),Movie,2002,7.6,73,7.2,87,,6.7,
tt0064116,Once Upon a Time in the West,Once Upon a Time in the West (1968),Movie,1968,8.5,80,8.3,,9.3,8.2,
tt0093773,Predator,Predator (1987),Movie,1987,7.8,45,7.5,,8,6.8,
tt3824648,Big Time Adolescence,Big Time Adolescence (2019),Movie,2019,7,64,7.5,85,,6,
tt0268380,Ice Age,Ice Age (2002),Movie,2002,7.5,60,7.3,,,7.3,
tt5580390,The Shape of Water,The Shape of Water (2017),Movie,2017,7.3,87,7.3,92,,6.4,
tt0129167,The Iron Giant,The Iron Giant (1999),Movie,1999,8,85,7.9,96,,7.2,
tt0353969,Memories of Murder,Memories of Murder (2003),Movie,2003,8.1,82,8.1,95,,7.6,
tt0094721,Beetlejuice,Beetlejuice (1988),Movie,1988,7.5,70,7.4,,,6.8,
tt5700672,Train to Busan,Train to Busan (2016),Movie,2016,7.6,72,7.8,94,,6.8,
tt0425210,Lucky Number Slevin,Lucky Number Slevin (2006),Movie,2006,7.7,53,7.5,,,7.4,
tt1542344,127 Hours,127 Hours (2010),Movie,2010,7.5,82,7.1,,,6.8,
tt0094625,Akira,Akira (1988),Movie,1988,8,,8,90,,7.6,
tt0298148,Shrek 2,Shrek 2 (2004),Movie,2004,7.2,75,7.1,,9.3,7,
tt1139797,Let the Right One In,Let the Right One In (2008),Movie,2008,7.9,82,7.5,,8,7.3,
tt2582782,Hell or High Water,Hell or High Water (2016),Movie,2016,7.6,88,7.3,,,7.2,
tt3799694,The Nice Guys,The Nice Guys (2016),Movie,2016,7.4,70,7.1,,,6.2,
tt0093870,RoboCop,RoboCop (1987),Movie,1987,7.5,67,7.3,,,6,
tt2660888,Star Trek Beyond,Star Trek Beyond (2016),Movie,2016,7,68,6.8,,,6,
tt9288030,Reacher,Reacher (2021– ),TVSeries,2021,,,,,,,
tt10288566,Another Round,Another Round (2020),Movie,2020,7.8,80,7.8,,,7.2,
tt8613070,Portrait of a Lady on Fire,Portrait of a Lady on Fire (2019),Movie,2019,8.1,95,8.3,98,,7.4,
tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty (2013),Movie,2013,7.3,54,7.1,,8.8,6.2,
tt0109686,Dumb and Dumber,Dumb and Dumber (1994),Movie,1994,7.3,41,6.6,,,5,
tt9484998,Palm Springs,Palm Springs (2020),Movie,2020,7.4,83,7.3,95,,6.6,
tt1907668,Flight,Flight (2012),Movie,2012,7.3,76,6.8,,8.3,6.6,
tt1588170,I Saw the Devil,I Saw the Devil (2010),Movie,2010,7.8,67,7.8,,9.8,7.2,
tt0110475,The Mask,The Mask (1994),Movie,1994,6.9,56,6.9,,8.4,6,
tt10706602,Collective,Collective (2019),Movie,2019,8.2,95,7.9,99,,7.1,
tt2066051,Rocketman,Rocketman (2019),Movie,2019,7.3,69,7.4,89,,6.7,
tt2866360,Coherence,Coherence (2013),Movie,2013,7.2,65,7.3,88,,7.1,
tt9770150,Nomadland,Nomadland (2020),Movie,2020,7.4,93,7.3,94,,6.8,
tt0215750,Enemy at the Gates,Enemy at the Gates (2001),Movie,2001,7.6,53,7.4,,8.5,7.6,
tt0117705,Space Jam,Space Jam (1996),Movie,1996,6.4,59,6.9,44,,5.6,
tt0448134,Sunshine,Sunshine (2007),Movie,2007,7.2,64,7,,8.9,5.9,
tt6110504,Becoming Bond,Becoming Bond (2017),Movie,2017,7.5,65,7.2,,,6.8,
tt0177789,Galaxy Quest,Galaxy Quest (1999),Movie,1999,7.3,70,7,,8.6,5.7,
tt1343727,Dredd,Dredd (2012),Movie,2012,7.1,60,6.8,,,6,
tt0463854,28 Weeks Later,28 Weeks Later (2007),Movie,2007,7,78,6.6,,8.9,6.4,
tt1489887,Booksmart,Booksmart (2019),Movie,2019,7.2,84,7.1,,,6.2,
tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin (2011),Movie,2011,7.5,68,7.6,,7,7.1,
tt0087332,Ghostbusters,Ghostbusters (1984),Movie,1984,7.8,71,7.4,,9.3,6.5,
tt4364194,The Peanut Butter Falcon,The Peanut Butter Falcon (2019),Movie,2019,7.6,70,7.4,95,,6.4,
tt0490215,Silence,Silence (2016),Movie,2016,7.2,79,7.1,,,6.3,
tt1675192,Take Shelter,Take Shelter (2011),Movie,2011,7.4,85,7.1,,7.5,6.7,
tt0460740,Cashback,Cashback (2006),Movie,2006,7.2,54,6.9,,9.3,6.6,
tt1655441,The Age of Adaline,The Age of Adaline (2015),Movie,2015,7.2,51,7.4,,,6,
tt1872194,The Judge,The Judge (2014),Movie,2014,7.4,48,7.3,49,,6.5,
tt5439796,Logan Lucky,Logan Lucky (2017),Movie,2017,7,78,6.7,92,,6.3,
tt0983193,The Adventures of Tintin,The Adventures of Tintin (2011),Movie,2011,7.3,68,6.8,,,6.7,
tt0448157,Hancock,Hancock (2008),Movie,2008,6.4,49,6.3,,,5.6,
tt0959337,Revolutionary Road,Revolutionary Road (2008),Movie,2008,7.3,69,6.9,67,,6.9,
tt6513120,Fighting with My Family,Fighting with My Family (2019),Movie,2019,7.1,68,6.9,93,,6.1,
tt0071360,The Conversation,The Conversation (1974),Movie,1974,7.8,85,7.6,96,,7.3,
tt0468492,The Host,The Host (2006),Movie,2006,7.1,85,7,93,,6,
tt0080487,Caddyshack,Caddyshack (1980),Movie,1980,7.3,48,6.7,73,,5.4,
tt1527186,Melancholia,Melancholia (2011),Movie,2011,7.2,80,7.2,,,6.8,
tt1759761,Veep,Veep (2012–2019),TVSeries,2012,8.3,82,7.4,,,7,
tt5478478,Hostiles,Hostiles (2017),Movie,2017,7.2,65,6.8,,,6.6,
tt8075192,Shoplifters,Shoplifters (2018),Movie,2018,7.9,93,7.9,,,7.4,
tt3892172,Leave No Trace,Leave No Trace (2018),Movie,2018,7.2,88,6.8,,,6.2,
tt1527788,The Man from Nowhere,The Man from Nowhere (2010),Movie,2010,7.8,,7.7,,,6.9,
tt0401855,Underworld: Evolution,Underworld: Evolution (2006),Movie,2006,6.7,36,6.5,,8.3,5.6,
tt0159097,The Virgin Suicides,The Virgin Suicides (1999),Movie,1999,7.2,76,7.1,77,,6.7,
tt6450804,Terminator: Dark Fate,Terminator: Dark Fate (2019),Movie,2019,6.2,54,6.5,70,,5.2,
tt0445922,Across the Universe,Across the Universe (2007),Movie,2007,7.3,56,7.2,,9,6.9,
tt6394270,Bombshell,Bombshell (2019),Movie,2019,6.8,64,6.9,,,6.2,
tt2375605,The Act of Killing,The Act of Killing (2012),Movie,2012,8.2,91,7.8,,,7.8,
